,ISUS11,GOVE11,REVE11,BOVA11
2025-12-26,-0.010677490745225188,-0.0852159953093909,0.04459639406177916,-0.13833950195461744
2025-12-29,-0.008823646005166247,-0.08738358393251741,0.03685348961636945,-0.11432075408957
2025-12-30,-0.007356477303269502,-0.07285371052981156,0.03072560478405005,-0.09531185093556238
2025-12-31,0.02408681269148647,-0.06117009783809014,0.025798112918431933,-0.08002660680504524
2026-01-02,0.019879994572817482,-0.07302905098336385,0.02129241221644211,-0.06604977293353614
2026-01-05,0.015718847254489465,-0.02875213431250375,0.01683562709657445,-0.016031221018850704
2026-01-06,0.006391521798112891,-0.023179020535659765,0.013572326212753678,0.014005579518426903
2026-01-07,0.005227572890388453,-0.018957929458012314,0.01110069351406232,-0.12569598935179613
2026-01-08,-0.00017378224616731948,-0.09335765776832959,0.00918029164430157,-0.10395078823739472
2026-01-09,0.0015847037256382338,-0.07788093022148454,0.0076583932165152566,-0.06446126844374507
2026-01-10,0.0013312028675850276,-0.06542252407419234,0.006433300336195578,-0.054149570050339595
2026-01-12,0.0010991882135183088,-0.0793664689448931,0.005312043773161331,-0.04471186970502493
2026-01-13,0.0009158329311915775,-0.14251069090437476,0.004425943218423416,-0.03725349506790977
2026-01-14,-0.00624053924914085,-0.12805021609700395,0.003714242206644142,-0.031263054426515814
2026-01-15,-0.003667492317932548,-0.12257377957163747,0.003135140603638019,-0.0054564760777226105
2026-01-16,-0.0031104221722389304,-0.10395555563962887,0.002658931499041136,-0.004627669999867159
2026-01-19,-0.0025283292723981264,-0.1869356393801871,0.0021613317967985237,-0.0037616351979772355
2026-01-20,-0.0020809798872483136,-0.16887530413410012,0.0017789170294824454,-0.00309607109944631
2026-01-21,-0.00172947356597572,-0.14034992660704443,0.0014784333079845982,-0.002573101815008
2026-01-22,0.011292012951418505,-0.1175429445080834,0.0012381866416352903,-0.0021549705879215864
2026-01-23,0.018973681095942607,-0.09905322758192393,0.0010434176522978302,-0.0018159898322359105
2026-01-24,0.01606996231307551,-0.09678351771979779,0.0008837337501582395,-0.0015380720281632624
2026-01-25,0.013667304953490925,-0.20805841898238023,0.0007516046662584394,-0.001308111309771857
2026-01-26,-0.00871665881893879,-0.17756294898945127,0.0006414407149098969,-0.001116379250143273
2026-01-27,-0.007460550948691049,-0.1519753675178156,0.0005490063605280247,-0.021014662881635348
2026-01-28,-0.00904282988704325,-0.16360543615521844,0.00047103485298674797,-0.01803009828792664
2026-01-29,-0.0077744879583878795,-0.15642653913528948,0.0004049677853360421,-0.01550120745153913
2026-01-30,-0.010704284086952717,-0.19537795038547323,0.0003487746907092414,-0.0133502689110051
2026-01-31,-0.00923266459717997,-0.16851748990782475,0.00030082532499567724,-0.011514880783826271
2026-02-02,-0.0031365987060399557,-0.14264155917347773,0.00025463347109978,-0.009746766045471644
2026-02-03,0.09065449127366748,-0.027933542849479718,0.00021645454511794488,-0.008285367204992785
2026-02-04,0.08616905083004191,-0.01902352124212098,0.0001846516030455592,-0.007068025923823335
2026-02-05,0.07372599057596918,-0.09372521926068372,0.0001579873773105118,-0.006047382530397215
2026-02-06,0.06297703693827804,-0.08039042765061097,-0.0001240503165008385,-0.005186988855510729
2026-02-07,0.05413042102568793,-0.069097688724662,-0.00010662451247335287,-0.004458353461111949
2026-02-08,0.04660943492884421,-0.059497121310349836,-9.180989509739952e-05,-0.003838901150184502
2026-02-09,0.04019432478470778,-0.051308208764046084,-7.91735996720082e-05,-0.00331053229635733
2026-02-10,0.03075178844493921,-0.044303719590053185,-6.836498570696093e-05,-0.0028585853625513295
2026-02-11,0.025802685466568488,-0.028961077029786578,-5.9097448371864214e-05,-0.002471076372400133
2026-02-12,0.022326123748188726,-0.07697098127222884,-5.1134869169410715e-05,-0.0021381323642809063
2026-02-13,-0.04234661608108779,-0.08302007715292525,-4.4281373842805255e-05,-0.018216912266814895
2026-02-14,-0.03669685799626973,-0.14821227185882785,-3.8373486199641935e-05,-0.01578646665192139
2026-02-17,-0.03052418565262151,-0.26618439270510663,-3.191879307528851e-05,-0.013131070756279716
2026-02-18,-0.025581372592575577,-0.2230808777541615,-2.6750149787997726e-05,-0.011004742841583901
2026-02-19,-0.010023949670350758,-0.2251597456182288,-2.25547437765273e-05,-0.009278794963229121
2026-02-20,-0.00849373463303355,-0.15896605139137648,-1.911162911367494e-05,-0.007862332186793459
2026-02-22,-0.007069683570803878,-0.13231396204284265,-1.5907392471477405e-05,-0.006544141427847301
2026-02-23,-0.05958632447953796,-0.15815316990232334,-1.3338530056539505e-05,-0.005487337241857814
2026-02-24,-0.050262539039198466,-0.027429786620598973,-1.125138013710789e-05,-0.004628704736350012
2026-02-25,-0.042604655896570066,-0.023250648348177774,-9.537146118486843e-06,-0.003923486085436745
2026-02-26,-0.04027265352392965,-0.019787566893980292,-8.116630296548837e-06,-0.009636115004470803
2026-02-27,-0.02482917336302079,-0.028073448936286556,-6.9308129101783566e-06,-0.008228305076966095
2026-02-28,-0.021261099979990813,-0.05365052771371187,-5.934821271391102e-06,-0.00704585748181985
2026-03-02,-0.020988711397141042,-0.09596213549617875,-4.98883898831845e-06,-0.005922781311188318
2026-03-03,-0.019321669740321255,-0.08111095801454431,-4.216762243050883e-06,-0.005006166898820766
2026-03-04,-0.016405251099293805,-0.20547244992844735,-3.580282882017677e-06,-0.004250534561655443
2026-03-05,-0.00509663864713448,-0.17799826660328924,-3.051243422230989e-06,-0.12845328269178133
2026-03-06,0.025887568898984754,-0.18850025417198304,-2.6084865376030822e-06,-0.1098138077647837
2026-03-07,0.022189011075802796,-0.161569216635781,-2.2358119798660266e-06,-0.09412470542432529
2026-03-08,0.019060848142820896,-0.13879150775707708,-1.920611625211161e-06,-0.08085519045674297
2026-03-09,0.010186633918385365,-0.12859769659100287,-1.6529335437700136e-06,-0.06958629987422348
2026-03-10,0.012499597170595901,-0.11639981820764622,-1.42482534799757e-06,-0.05170956529132389
2026-03-11,0.010789255172766766,-0.1231025504216305,-1.2298639745235174e-06,-0.04463405397682424
2026-03-12,0.024087079664846727,-0.09263493195889276,5.3075067889125154e-06,-0.03857145352860863
2026-03-13,0.0208360948698105,-0.08013218112824357,4.591163250783734e-06,-0.03336554186606043
2026-03-15,0.017686315368490805,-0.06399578392481371,3.897119957888014e-06,-0.028321693655692926
2026-03-16,-0.0874486455928426,-0.03432822702543241,3.320518507531407e-06,0.011538373018945452
2026-03-17,-0.08807528939407028,-0.029341454145677102,2.838155359914854e-06,0.009862223370880347
2026-03-18,-0.07886009759976248,-0.025145468895896302,0.013959404732227983,0.008451872554973216
2026-03-19,-0.06773351200884475,-0.021597626318856526,0.01198983436294322,-0.059847634224088765
2026-03-20,-0.0582867973971211,-0.07699287950907352,0.010317626026045353,-0.05150075386997446
2026-03-21,-0.05023824685578889,-0.06636129380314679,0.008892913428243707,-0.04438925625903052
2026-03-22,-0.04336047846121134,-0.05727623137147545,0.007675446602857439,-0.03831223242032974
2026-03-23,-0.03746821597295048,-0.05764047051283457,0.006632428912470942,-0.03310597690970884
2026-03-24,-0.03240923749100675,-0.08258542416394393,0.0057369148272677604,-0.037821263042381544
2026-03-25,-0.017428804857237995,-0.07149647380329328,0.0049666050009651765,-0.03972166558051047
